feature_0,feature_1,feature_2,feature_3,feature_4,feature_5
0.3125,-0.16689098250336473,-0.5,0.0,0.3488372093023256,0.0
-0.5,-0.17458181119015573,0.5,0.0,0.3488372093023256,0.0
0.375,-0.3814651028648337,0.0,0.0,0.3488372093023256,0.0
0.625,0.05768121515093251,-0.5,0.0,0.3488372093023256,0.0
-0.1875,0.16073831955393195,-0.5,0.0,0.3488372093023256,0.0
-0.5625,-0.3045568159969237,-0.5,0.0,0.3488372093023256,0.0
-0.375,-0.3383964622188041,-0.5,0.0,0.3488372093023256,0.0
-0.1875,-0.4122284176119977,0.0,0.0,0.3488372093023256,0.0
0.0,0.03153239761584311,0.0,0.0,0.3488372093023256,0.0
1.0625,0.26764083830032687,0.0,0.0,0.3488372093023256,0.0
0.1875,-0.08844452989809652,0.0,0.0,0.3488372093023256,0.0
-0.1875,-0.22995577773505096,-0.5,0.0,0.3488372093023256,0.0
-0.25,-0.17381272832147665,0.0,0.0,0.3488372093023256,0.0
-0.0625,1.0221111324745242,-0.5,0.0,0.3488372093023256,0.0
1.0625,0.9013651220919054,-0.5,0.0,0.3488372093023256,0.0
0.9375,-0.18227263987694675,-0.5,0.0,0.3488372093023256,0.0
1.375,-0.18073447413958854,-0.5,0.0,0.3488372093023256,0.0
0.875,-0.3114785618150356,0.5,0.0,0.3488372093023256,0.0
1.0,0.31532397615843105,0.0,0.0,0.3488372093023256,0.0
-0.125,-0.055373966544895216,0.5,0.0,0.3488372093023256,0.0
-0.0625,-0.03537781195923861,0.5,0.0,0.3488372093023256,0.0
-0.125,-0.4214574120361469,0.0,0.0,0.3488372093023256,0.0
0.75,-0.29225149009805806,-0.5,0.0,0.3488372093023256,0.0
-0.5,-0.28456066141126707,-0.5,0.0,0.3488372093023256,0.0
1.25,-0.422226494904826,-0.5,0.0,0.3488372093023256,0.0
-0.5,1.0936358392616805,0.5,0.0,0.3488372093023256,0.0
-0.25,0.07921553547394732,-0.5,0.0,0.3488372093023256,0.0
-0.3125,1.5412420688329167,1.0,0.0,0.3488372093023256,0.0
-0.0625,0.706787156316093,-0.5,0.0,0.3488372093023256,0.0
0.5,-0.17611997692751394,0.0,0.0,0.3488372093023256,0.0
-0.5,-0.3307056335320131,0.0,0.0,0.3488372093023256,0.0
0.625,-0.329936550663334,0.5,0.0,0.3488372093023256,0.0
0.125,-0.3307056335320131,0.5,0.0,0.3488372093023256,0.0
0.4375,-0.2691790040376851,0.0,0.0,0.3488372093023256,0.0
0.625,-0.26764083830032687,-0.5,0.0,0.3488372093023256,0.0
0.0,0.5960392232263027,0.0,0.0,0.3488372093023256,0.0
-0.1875,-0.04768313785810421,0.0,0.0,0.3488372093023256,0.0
1.125,1.3166698711786196,0.5,0.0,0.3488372093023256,0.0
0.4375,-0.022303403191693907,0.0,0.0,0.3488372093023256,0.0
-0.375,-0.04460680638338781,0.0,0.0,0.3488372093023256,0.0
-0.5,-0.3307056335320131,0.0,0.0,0.3488372093023256,0.0
-0.0625,2.012689867333205,0.0,0.0,0.3488372093023256,0.0
0.9375,-0.26687175543164776,0.5,0.0,0.3488372093023256,0.0
-0.6875,-0.13766583349355893,0.0,0.0,0.3488372093023256,0.0
0.1875,-0.253028263795424,0.5,0.0,0.3488372093023256,0.0
0.0625,-0.3360892136127668,0.0,0.0,0.3488372093023256,0.0
-0.25,0.09228994424149202,0.0,0.0,0.3488372093023256,0.0
0.25,0.6006537204383773,0.5,0.0,0.3488372093023256,0.0
-0.1875,-0.21995770044222265,0.0,0.0,0.3488372093023256,0.0
1.0,-0.036146894827917705,0.5,0.0,0.3488372093023256,0.0
-0.625,-0.24610651797731206,0.5,0.0,0.3372093023255814,0.0
0.0,-0.14228033070563353,0.5,0.0,0.3372093023255814,0.0
0.375,-0.25149009805806577,1.0,0.0,0.3372093023255814,0.0
-0.5625,-0.3276293020572967,3.0,0.0,0.3372093023255814,0.0
1.125,0.9129013651220919,0.0,0.0,0.3372093023255814,0.0
0.4375,1.4404922130359545,-0.5,0.0,0.3372093023255814,0.0
-0.3125,-0.17304364545279755,-0.5,0.0,0.3372093023255814,0.0
0.0,-0.09613535858488752,2.0,0.0,0.3372093023255814,0.0
0.0625,-0.22380311478561815,-0.5,0.0,0.3372093023255814,0.0
-0.1875,-0.18919438569505864,0.5,0.0,0.3372093023255814,0.0
1.0625,-0.15920015381657374,-0.5,0.0,0.3372093023255814,0.0
0.375,-0.25610459527014034,0.5,0.0,0.3372093023255814,0.0
0.0,0.4237646606421842,-0.5,0.0,0.3372093023255814,0.0
0.0625,0.04614497212074601,0.0,0.0,0.3372093023255814,0.0
-0.1875,-0.06767929244376082,-0.5,0.0,0.3372093023255814,0.0
0.9375,-0.52143818496443,-0.5,0.0,0.3372093023255814,0.0
0.0625,0.6421841953470486,-0.5,0.0,0.3372093023255814,0.0
0.625,2.4833685829648147,-0.5,0.0,0.3372093023255814,0.0
-0.4375,-0.3307056335320131,-0.5,0.0,0.3372093023255814,0.0
0.375,-0.21226687175543166,-0.5,0.0,0.3372093023255814,0.0
-0.0625,-0.32455297058258026,-0.5,0.0,0.3372093023255814,0.0
-0.625,0.33993462795616225,-0.5,0.0,0.3372093023255814,0.0
-0.0625,-0.25379734666410303,-0.5,0.0,0.3372093023255814,0.0
0.25,-0.20226879446260335,-0.5,0.0,0.3372093023255814,0.0
0.0625,1.2843683906940973,0.0,0.0,0.3372093023255814,0.0
-0.375,0.009228994424149203,-0.5,0.0,0.3372093023255814,0.0
0.5,-0.3045568159969237,-0.5,0.0,0.3372093023255814,0.0
0.25,-0.22303403191693905,-0.5,0.0,0.3372093023255814,0.0
-0.6875,-0.25610459527014034,-0.5,0.0,0.3372093023255814,0.0
-0.4375,-0.4883676216112286,-0.5,0.0,0.3372093023255814,0.0
-0.375,-0.3307056335320131,-0.5,0.0,0.3372093023255814,0.0
0.9375,-1.0474908671409344,-0.5,0.0,0.3372093023255814,0.0
-0.5,-0.3653143626225726,0.0,0.0,0.3372093023255814,0.0
-0.5,0.10305710440299942,0.5,0.0,0.3372093023255814,0.0
0.4375,0.8083060949817343,0.5,0.0,0.3372093023255814,0.0
0.75,-0.16150740242261102,0.0,0.0,0.3372093023255814,0.0
-0.375,-0.17842722553355125,0.0,0.0,0.3372093023255814,0.0
1.125,0.055373966544895216,0.5,0.0,0.3372093023255814,0.0
1.125,0.36608344549125166,-0.5,0.0,0.3372093023255814,0.0
0.625,0.8198423380119207,1.0,0.0,0.3372093023255814,0.0
0.4375,-0.17150547971543934,1.0,0.0,0.3372093023255814,0.0
-0.125,-0.09228994424149202,-0.5,0.0,0.3372093023255814,0.0
-0.375,-0.2876369928859835,0.0,0.0,0.3372093023255814,0.0
-0.5625,-0.06767929244376082,0.0,0.0,0.3372093023255814,0.0
-0.3125,0.5206691020957508,-0.5,0.0,0.3372093023255814,0.0
0.3125,-0.32532205345125936,0.5,0.0,0.3372093023255814,0.0
-0.125,-0.3184003076331475,0.5,0.0,0.3372093023255814,0.0
-0.4375,-0.18765621995770043,0.0,0.0,0.3372093023255814,0.0
-0.625,-0.18457988848298404,-0.5,0.0,0.3372093023255814,0.0
0.375,-0.23995385502787925,0.0,0.0,0.3372093023255814,0.0
-0.75,0.18534897135166314,0.0,0.0,0.3372093023255814,0.0
0.6875,0.8667563930013459,2.0,0.0,0.3372093023255814,0.0
-0.1875,-0.3460872909055951,0.5,0.0,0.3372093023255814,0.0
0.5,0.006152662949432801,0.5,0.0,0.3372093023255814,0.0
-0.5625,-0.5745049029032878,0.0,0.0,0.3372093023255814,0.0
-0.75,-0.3307056335320131,1.0,0.0,0.3372093023255814,0.0
-0.3125,0.14228033070563353,0.0,0.0,0.3372093023255814,0.0
-0.25,-0.22611036339165544,-0.5,0.0,0.3372093023255814,0.0
-0.5625,-0.21918861757354355,0.0,0.0,0.3372093023255814,0.0
0.8125,-0.22841761199769275,3.0,0.0,0.3372093023255814,0.0
0.25,1.1490098058065756,2.5,0.0,0.3372093023255814,0.0
0.25,0.04383772351470871,0.0,0.0,0.3372093023255814,0.0
-0.4375,-0.26840992116900597,1.5,0.0,0.3372093023255814,0.0
-0.5625,-0.25533551240146124,-0.5,0.0,0.3372093023255814,0.0
0.5625,0.6152662949432801,0.5,0.0,0.3372093023255814,0.0
1.25,-0.22534128052297636,0.5,0.0,0.3372093023255814,0.0
0.6875,-0.058450298019611616,0.0,0.0,0.3372093023255814,0.0
0.0,-0.3307056335320131,-0.5,0.0,0.3372093023255814,0.0
-0.625,-0.17765814266487215,1.0,0.0,0.3372093023255814,0.0
1.0625,-0.16227648529129013,1.0,0.0,0.3372093023255814,0.0
-0.375,-0.04845222072678331,0.0,0.0,0.3372093023255814,0.0
0.5625,-0.12459142472601423,1.0,0.0,0.3372093023255814,0.0
0.3125,-0.4053066717938858,0.5,0.0,0.3372093023255814,0.0
-0.25,0.27533166698711786,0.5,0.0,0.3372093023255814,0.0
-0.0625,0.013074408767544702,1.0,0.0,0.3372093023255814,0.0
-0.6875,0.12843683906940973,0.0,0.0,0.32558139534883723,0.0
-0.4375,-0.2622572582195732,0.5,0.0,0.32558139534883723,0.0
-0.5625,0.009228994424149203,0.0,0.0,0.32558139534883723,0.0
-0.625,-0.14074216496827532,-0.5,0.0,0.32558139534883723,0.0
-0.125,-0.18457988848298404,-0.5,0.0,0.32558139534883723,0.0
0.8125,-0.2953278215727745,-0.5,0.0,0.32558139534883723,0.0
-0.75,-0.25687367813881945,-0.5,0.0,0.32558139534883723,0.0
0.1875,-0.17842722553355125,-0.5,0.0,0.32558139534883723,0.0
-0.375,-0.39300134589502017,-0.5,0.0,0.32558139534883723,0.0
0.75,-0.2868679100173044,-0.5,0.0,0.32558139534883723,0.0
-0.1875,-0.20995962314939434,-0.5,0.0,0.32558139534883723,0.0
1.0,-0.08075370121130551,-0.5,0.0,0.32558139534883723,0.0
0.5625,-0.25687367813881945,-0.5,0.0,0.32558139534883723,0.0
-0.1875,-0.27533166698711786,-0.5,0.0,0.32558139534883723,0.0
0.125,0.9882714862526437,-0.5,0.0,0.32558139534883723,0.0
0.75,-0.15689290521053645,-0.5,0.0,0.32558139534883723,0.0
-0.3125,7.629302057296674,0.5,0.0,0.32558139534883723,0.0
0.125,-0.13535858488752164,-0.5,0.0,0.32558139534883723,0.0
-0.3125,-0.3307056335320131,-0.5,0.0,0.32558139534883723,0.0
0.625,-0.3368582964814459,-0.5,0.0,0.32558139534883723,0.0
0.5,0.16381465102864834,-0.5,0.0,0.32558139534883723,0.0
-0.3125,-0.2691790040376851,-0.5,0.0,0.32558139534883723,0.0
-0.5,1.052105364353009,-0.5,0.0,0.32558139534883723,0.0
0.125,1.5135550855604691,0.0,0.0,0.32558139534883723,0.0
-0.0625,0.3645452797538935,-0.5,0.0,0.32558139534883723,0.0
-0.5,0.6806383387810037,-0.5,0.0,0.32558139534883723,0.0
0.3125,-0.3953085945010575,0.5,0.0,0.32558139534883723,0.0
1.125,1.4081907325514325,-0.5,0.0,0.32558139534883723,0.0
0.75,-0.06921745818111902,-0.5,0.0,0.32558139534883723,0.0
0.625,-0.15381657373582003,-0.5,0.0,0.32558139534883723,0.0
-0.75,-0.16381465102864834,-0.5,0.0,0.32558139534883723,0.0
0.25,-0.18765621995770043,-0.5,0.0,0.32558139534883723,0.0
0.625,-0.20149971159392424,-0.5,0.0,0.32558139534883723,0.0
0.6875,-0.21918861757354355,-0.5,0.0,0.32558139534883723,0.0
-0.3125,-0.22149586617958086,1.0,0.0,0.32558139534883723,0.0
1.1875,-0.3268602191886176,0.0,0.0,0.32558139534883723,0.0
-0.125,-0.29225149009805806,0.5,0.0,0.32558139534883723,0.0
-0.125,-0.30686406460296095,-0.5,0.0,0.32558139534883723,0.0
0.25,1.258988656027687,-0.5,0.0,0.32558139534883723,0.0
-0.3125,-0.09921169005960392,-0.5,0.0,0.32558139534883723,0.0
0.625,-0.11920784464526053,-0.5,0.0,0.32558139534883723,0.0
1.3125,-0.012305325898865602,-0.5,0.0,0.32558139534883723,0.0
-0.375,0.9867333205152855,-0.5,0.0,0.32558139534883723,0.0
-0.125,-0.14458757931167082,3.0,0.0,0.32558139534883723,0.0
0.0625,-0.353009036723707,0.0,0.0,0.32558139534883723,0.0
1.25,-0.03768506056527591,1.0,0.0,0.32558139534883723,0.0
0.0625,0.16150740242261102,0.0,0.0,0.32558139534883723,0.0
0.0,0.4706787156316093,0.0,0.0,0.32558139534883723,0.0
0.0,-0.5183618534897135,0.0,0.0,0.32558139534883723,0.0
-0.5,-0.2853297442799462,0.5,0.0,0.32558139534883723,0.0
0.4375,0.3199384733705057,0.0,0.0,0.32558139534883723,0.0
-0.5,-0.018457988848298405,-0.5,0.0,0.32558139534883723,0.0
0.4375,0.12074601038261873,0.0,0.0,0.32558139534883723,0.0
0.0625,-0.5422034224187656,0.0,0.0,0.32558139534883723,0.0
-0.875,-0.3022495673908864,0.0,0.0,0.32558139534883723,0.0
-0.0625,-0.20611420880599884,0.0,0.0,0.32558139534883723,0.0
-0.3125,-0.17765814266487215,0.5,0.0,0.32558139534883723,0.0
-0.5625,0.16766006537204384,-0.5,0.0,0.32558139534883723,0.0
1.125,0.14458757931167082,2.5,0.0,0.32558139534883723,0.0
0.875,1.04287636992886,0.0,0.0,0.32558139534883723,0.0
-0.4375,0.022303403191693907,0.0,0.0,0.32558139534883723,0.0
0.625,0.5645068256104595,-0.5,0.0,0.32558139534883723,0.0
0.25,-0.4783695443184003,0.0,0.0,0.32558139534883723,0.0
1.0,-0.07537012113055182,0.0,0.0,0.32558139534883723,0.0
1.125,-0.4660642184195347,-0.5,0.0,0.32558139534883723,0.0
0.1875,-0.04153047490867141,-0.5,0.0,0.32558139534883723,0.0
0.25,1.0721015189386656,-0.5,0.0,0.32558139534883723,0.0
-0.0625,-0.05229763507017881,1.5,0.0,0.32558139534883723,0.0
0.0,0.30763314747164006,0.0,0.0,0.32558139534883723,0.0
-0.3125,-0.5729667371659296,0.0,0.0,0.32558139534883723,0.0
-0.5,0.3983849259757739,0.0,0.0,0.32558139534883723,0.0
-0.1875,-0.2768698327244761,1.0,0.0,0.32558139534883723,0.0
0.3125,-0.049990386464141515,0.0,0.0,0.32558139534883723,0.0
0.0625,0.345318208036916,0.5,0.0,0.32558139534883723,0.0
-0.375,-0.2876369928859835,0.0,0.0,0.32558139534883723,0.0
0.0625,-0.23995385502787925,0.5,0.0,0.32558139534883723,0.0
0.3125,-0.04383772351470871,0.0,0.0,0.32558139534883723,0.0
0.6875,-0.3307056335320131,0.0,0.0,0.32558139534883723,0.0
0.5625,1.7012113055181697,0.5,0.0,0.32558139534883723,0.0
0.875,-0.05460488367621611,3.0,0.0,0.32558139534883723,0.0
-0.125,0.05075946933282061,0.0,0.0,0.32558139534883723,0.0
0.5625,0.11074793308979043,0.0,0.0,0.32558139534883723,0.0
0.0625,-0.3130167275523938,1.5,0.0,0.32558139534883723,0.0
0.8125,-0.3437800422995578,0.5,0.0,0.32558139534883723,0.0
0.125,-0.6514131897711979,0.5,0.0,0.32558139534883723,0.0
-0.5625,0.07537012113055182,1.0,0.0,0.32558139534883723,0.0
-0.4375,-0.027686983272447608,0.0,0.0,0.32558139534883723,0.0
0.3125,-0.22457219765429726,0.5,0.0,0.32558139534883723,0.0
-0.1875,-0.018457988848298405,0.5,0.0,0.32558139534883723,0.0
0.0,-0.6629494328013843,0.5,0.0,0.32558139534883723,0.0
0.125,0.4999038646414151,1.0,0.0,0.32558139534883723,0.0
-0.8125,0.05229763507017881,0.5,0.0,0.32558139534883723,0.0
0.5,0.20688329167467795,-0.5,0.0,0.32558139534883723,0.0
0.25,0.7275523937704288,1.0,0.0,0.32558139534883723,0.0
-0.0625,-0.3307056335320131,0.0,0.0,0.32558139534883723,0.0
-0.375,-0.09228994424149202,1.0,0.0,0.32558139534883723,0.0
0.125,-0.4053066717938858,1.5,0.0,0.32558139534883723,0.0
0.3125,0.11228609882714863,0.5,0.0,0.32558139534883723,0.0
-0.4375,0.08152278407998462,0.0,0.0,0.313953488372093,0.0
0.625,-0.18765621995770043,-0.5,0.0,0.313953488372093,0.0
0.5,0.6737165929628918,1.0,0.0,0.313953488372093,0.0
0.375,-0.3983849259757739,-0.5,0.0,0.313953488372093,0.0
-0.75,-0.15381657373582003,-0.5,0.0,0.313953488372093,0.0
-0.25,2.9655835416266103,-0.5,0.0,0.313953488372093,0.0
-0.4375,-0.06614112670640261,0.0,0.0,0.313953488372093,0.0
-0.4375,1.259757738896366,-0.5,0.0,0.313953488372093,0.0
-0.3125,-0.5783503172466833,-0.5,0.0,0.313953488372093,0.0
0.4375,-0.10920976735243222,-0.5,0.0,0.313953488372093,0.0
-0.4375,-0.18457988848298404,-0.5,0.0,0.313953488372093,0.0
0.0625,-0.24764468371467024,-0.5,0.0,0.313953488372093,0.0
-0.5625,1.0728706018073448,-0.5,0.0,0.313953488372093,0.0
-0.1875,-0.22841761199769275,-0.5,0.0,0.313953488372093,0.0
1.25,0.7513939626994809,-0.5,0.0,0.313953488372093,0.0
-0.375,-0.07767736973658912,-0.5,0.0,0.313953488372093,0.0
-0.5,-0.0015381657373582003,-0.5,0.0,0.313953488372093,0.0
-0.125,-0.13612766775620072,-0.5,0.0,0.313953488372093,0.0
-1.0625,1.5243222457219765,0.0,0.0,0.313953488372093,0.0
-0.6875,2.195731590078831,-0.5,0.0,0.313953488372093,0.0
-0.4375,-0.23610844068448375,-0.5,0.0,0.313953488372093,0.0
-0.5,0.08075370121130551,0.5,0.0,0.313953488372093,0.0
-0.8125,-0.09844260719092482,-0.5,0.0,0.313953488372093,0.0
-0.625,-0.3307056335320131,-0.5,0.0,0.313953488372093,0.0
-0.75,-0.23995385502787925,0.5,0.0,0.313953488372093,0.0
-0.75,-0.3276293020572967,-0.5,0.0,0.313953488372093,0.0
-0.375,-0.5652759084791387,-0.5,0.0,0.313953488372093,0.0
-0.5,1.105941165160546,0.0,0.0,0.313953488372093,0.0
0.5,-0.28071524706787154,-0.5,0.0,0.313953488372093,0.0
-0.3125,-0.38300326860219186,-0.5,0.0,0.313953488372093,0.0
-0.5,-0.14766391078638724,0.0,0.0,0.313953488372093,0.0
0.4375,-1.1951547779273217,0.0,0.0,0.313953488372093,0.0
-0.75,0.17842722553355125,-0.5,0.0,0.313953488372093,0.0
0.5625,-0.21611228609882716,-0.5,0.0,0.313953488372093,0.0
-0.5625,0.52143818496443,-0.5,0.0,0.313953488372093,0.0
-0.3125,-0.22380311478561815,-0.5,0.0,0.313953488372093,0.0
1.0,-0.18765621995770043,-0.5,0.0,0.313953488372093,0.0
-0.3125,1.405114401076716,-0.5,0.0,0.313953488372093,0.0
0.0,-0.09690444145356662,-0.5,0.0,0.313953488372093,0.0
-0.375,-0.26302634108825224,0.0,0.0,0.313953488372093,0.0
0.875,-0.4329936550663334,0.0,0.0,0.313953488372093,0.0
-0.8125,0.706787156316093,-0.5,0.0,0.313953488372093,0.0
-0.0625,-0.32378388771390115,0.5,0.0,0.313953488372093,0.0
0.875,-0.43453182080369157,0.0,0.0,0.313953488372093,0.0
-0.0625,-0.29302057296673717,0.0,0.0,0.313953488372093,0.0
0.8125,-0.4053066717938858,1.0,0.0,0.313953488372093,0.0
-0.75,0.07460103826187271,-0.5,0.0,0.313953488372093,0.0
0.5,-0.12612959046337244,-0.5,0.0,0.313953488372093,0.0
-0.375,-0.25995000961353587,-0.5,0.0,0.313953488372093,0.0
0.3125,-0.3391655450874832,-0.5,0.0,0.313953488372093,0.0
-0.375,0.06383387810036531,1.0,0.0,0.313953488372093,0.0
-0.4375,-0.4906748702172659,-0.5,0.0,0.313953488372093,0.0
-0.75,0.4637569698134974,-0.5,0.0,0.313953488372093,0.0
-0.125,-0.4652951355508556,-0.5,0.0,0.313953488372093,0.0
0.375,-0.437608152278408,0.5,0.0,0.313953488372093,0.0
-1.0,-0.24995193232070756,0.0,0.0,0.313953488372093,0.0
0.625,-0.20457604306864063,1.5,0.0,0.313953488372093,0.0
0.4375,-0.14458757931167082,0.0,0.0,0.313953488372093,0.0
0.3125,-0.12228417611997693,-0.5,0.0,0.313953488372093,0.0
0.0,-0.24995193232070756,0.0,0.0,0.313953488372093,0.0
-0.4375,-0.2853297442799462,0.0,0.0,0.313953488372093,0.0
-0.1875,-0.17842722553355125,0.0,0.0,0.313953488372093,0.0
